"奥迪","138390","2.9T Sportback","https://img2.bitautoimg.com/autoalbum/files/20200501/300/20200501002328232814933_2.jpg","2847","奥迪RS 5","奥迪RS 5","rs5","2019","在产","在销","","http://baa.bitauto.com/audirs5/","中型车","传奇黑,#000000|米索斯黑,#000000|纳瓦拉蓝,#1c3074|索诺马绿,#273c2a|迈阿密蓝,#4EACDF|天云灰,#6E6E70|纳多灰,#838D97|花剑银,#CBD1D7|维加斯黄,#dfb455|米萨诺红,#E52B2C|橙色,#e8512e|冰川白,#ffffff","84.68万","67.29-84.68万","","3年或10万公里","2.9","涡轮增压","","8","手自一体","250","7","3","2020","掀背车","汽油","4782","1866","1399","2766","","5","480","58","265/35 R19","265/35 R19","非全尺寸","3年或10万公里","","","","","","","","","","","11.5","","2894","2.9","331","450","5700-6700","600","1900-5000","V型","6","涡轮增压","直喷","","95号","有","手自一体","8","250","3.9","9.1","国六","","","","","","","","","","","","","","","","","","","","全时四驱","多连杆式独立悬架","多连杆式独立悬架","有","通风盘","通风盘","电子驻车","承载式","中央","","","","","","","","","","","","有","有","有","有","有","有","有","无","有","有","无","无","无","有","无","有","定速巡航,ACC自适应巡航|0","选配","选配","无","无","无","无","有","有","无","无","有","有","有","后方影像","有","有","LED","有","自动开闭,自动远近光,自动转向","无","高度调节,大灯清洗","单天窗","有","有","电动调节,电动折叠,后视镜记忆,后视镜加热","","有","有","选配","无","无","感应雨刷","无","无","无","电动开合,自动感应|0","无","遥控中控","无钥匙启动,智能进入|0","无","无","有","无","无","塑料,皮质,金属,碳纤维","有","有","皮质","有","上下调节,前后调节","无","有","双温区自动空调","自动空调","无","无","无","无","皮质","有","带记忆电动调节","电动调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节","无","无","加热,按摩","无,加热|0","有","有","无","按比例放倒","有","无","普通液晶屏","有","有","有","GPS导航","有","语音控制","CarPlay,CarLife","无","无","单碟cd","蓝牙","AUX,USB,SD卡槽","无","无,B＆O|0","9-12,12个以上|0","无","无","8.3","无","有","无",
"奥迪","124897","2.9T Coupe","https://img3.bitautoimg.com/autoalbum/files/20200409/744/202004092037103710179276_2.jpg","2847","奥迪RS 5","奥迪RS 5","rs5","2019","在产","在销","","http://baa.bitauto.com/audirs5/","中型车","传奇黑,#000000|米索斯黑,#000000|纳瓦拉蓝,#1c3074|索诺马绿,#273c2a|迈阿密蓝,#4EACDF|天云灰,#6E6E70|纳多灰,#838D97|花剑银,#CBD1D7|维加斯黄,#dfb455|米萨诺红,#E52B2C|橙色,#e8512e|冰川白,#ffffff","86.98万","73.93-86.98万","13.05万","3年或10万公里","2.9","涡轮增压","","8","手自一体","250","29","3","2019","三厢","汽油","4723","1866","1372","2766","1780","4","465","58","265/35 R19","265/35 R19","非全尺寸","3年或10万公里","","","","","","","","","","","11.5","","2894","2.9","331","450","5700-6700","600","1900-5000","V型","6","涡轮增压","直喷","","95号","有","手自一体","8","250","3.9","9.4","国六","","","","","","","","","","","","","","","","","","","","全时四驱","多连杆式独立悬架","多连杆式独立悬架","有","通风盘","通风盘","电子驻车","承载式","中央","","","","","","","","","","","","有","有","有","有","有","有","有","无","有","有","无","无","无","有","无","有","定速巡航,ACC自适应巡航|0","选配","选配","无","无","无","无","有","有","无","无","有","有","有","后方影像","有","有","LED","有","自动开闭,自动远近光,自动转向","无","高度调节,大灯清洗","单天窗","有","无","电动调节,电动折叠,后视镜记忆,后视镜加热","","有","有","选配|5800","无","无","感应雨刷","无","无","无","无","无","遥控中控","无钥匙启动,智能进入|8000","无","无","有","无","无","塑料,皮质,金属,碳纤维","有","有","皮质","有","上下调节,前后调节","无","有","双温区自动空调","自动空调","无","无","无","无","皮质","有","带记忆电动调节","电动调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节","无","无","加热,按摩","无,加热|4600","有","有","无","按比例放倒","有","无","普通液晶屏","有","有","有","GPS导航","有","语音控制","CarPlay,CarLife","无","无","单碟cd","蓝牙","AUX,USB,SD卡槽","无","无,B＆O|12000","9-12,12个以上|12000","无","无","8.3","无","有","无",
"奥迪","137601","顶配版","http://image.bitautoimg.com/autoalbum/V2.1/images/150-100.gif","6064","奥迪RS Q3","奥迪RS Q3","aodirsq3-6064","2020","待产","待销","","http://baa.bitauto.com/","紧凑型SUV","","无","无","","","","","","","","","","","","SUV","汽油","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"奥迪","138936","4.0T 顶配版","https://img3.bitautoimg.com/autoalbum/files/20191214/435/2019121417011611625032_2.jpg","5999","奥迪RS Q8","奥迪RS Q8","aodirsq8","2020","待产","待销","","http://baa.bitauto.com/","中大型SUV","灰色,#808080","无","无","","","","","","","","","","","","SUV","汽油","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"北汽威旺","129752","M20S 1.2L 手动 经济版","https://img1.bitautoimg.com/autoalbum/files/20161129/442/10250344294347_2.jpg","4014","M20","威旺M20","beiqiweiwangm20","2018","停产","在销","","http://baa.bitauto.com/weiwang/","小型MPV","","3.68万","3.68-3.68万","0.30万","3年或6万公里","1.2","自然吸气","","5","手动","130","8","6","2018","微面","汽油","4440","1670","1783","2790","1270","8","","50","185/65 R14","185/65 R14","全尺寸","3年或6万公里","","","","","","","","","","","11.2","145","1199","1.2","63","86","0","108","0","直列","4","自然吸气","多点电喷","","92号","无","手动","5","130","","0.0","国五","","","","","","","","","","","","","","","","","","","","后轮驱动","麦弗逊式独立悬架","整体桥式非独立悬架","无","盘式","鼓式","手拉式","承载式","无","","","","","","","","","","","","选配","选配","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","卤素","无","无","无","无","无","有","无","无","","无","无","无","无","无","有","无","无","无","无","无","手动中控","无","无","无","有","无","","塑料","无","无","塑料","无","无","无","无","无,手动空调|0","无","无","无","无","无","织物皮质混合","无","无","无","靠背调节,前后调节","靠背调节,前后调节","无","靠背调节","无","无","无","无","有","按比例放倒","无","无","无","无","有","无","无","无","无","无","无","无","无","无","USB","无","无","2-4","无","无","","无","","",
"北汽威旺","129751","M20S 1.5L 手动 实用版","https://img1.bitautoimg.com/autoalbum/files/20161129/442/10250344294347_2.jpg","4014","M20","威旺M20","beiqiweiwangm20","2018","停产","在销","","http://baa.bitauto.com/weiwang/","小型MPV","","3.98万","3.98-3.98万","0.30万","3年或6万公里","1.5","自然吸气","","5","手动","150","8","6","2018","微面","汽油","4440","1670","1783","2790","1270","8","","50","185/65 R14","185/65 R14","全尺寸","3年或6万公里","","","","","","","","","","","11.2","145","1499","1.5","75","102","0","135","0","直列","4","自然吸气","多点电喷","","92号","无","手动","5","150","","0.0","国五","","","","","","","","","","","","","","","","","","","","后轮驱动","麦弗逊式独立悬架","整体桥式非独立悬架","无","盘式","鼓式","手拉式","承载式","无","","","","","","","","","","","","选配","选配","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","有","无","无","无","卤素","无","无","有","无","无","有","有","无","","无","无","无","无","无","有","无","无","无","无","无","手动中控","无","无","无","有","无","","塑料","无","无","塑料","无","无","无","无","无,手动空调|0","无","无","无","无","无","织物皮质混合","无","无","无","靠背调节,前后调节","靠背调节,前后调节","无","靠背调节","无","无","无","无","有","按比例放倒","无","无","无","无","有","无","无","无","无","无","无","无","无","无","USB","无","无","2-4","无","无","","无","","",
"北汽威旺","125959","M20S 1.5L 手动 基本版","https://img1.bitautoimg.com/autoalbum/files/20161129/442/10250344294347_2.jpg","4014","M20","威旺M20","beiqiweiwangm20","2017","停产","在销","","http://baa.bitauto.com/weiwang/","小型MPV","闪电蓝,#0c2256|长城灰,#6F7270|大漠金,#b6957c|鸟巢银,#B7B7B7|玛瑙红,#c33d46|银色,#dce1e2|格陵兰白,#ffffff","4.18万","3.18-3.18万","0.86万","3年或6万公里","1.5","自然吸气","","5","手动","150","5","9","2017","微面","汽油","4440","1670","1783","2790","1270","8","","50","185/65 R14","185/65 R14","全尺寸","3年或6万公里","","","","","","","","","","","11.2","145","1499","1.5","85","116","0","150","0","直列","4","自然吸气","多点电喷","","92号","无","手动","5","150","","0.0","国五","","","","","","","","","","","","","","","","","","","","后轮驱动","麦弗逊式独立悬架","整体桥式非独立悬架","无","盘式","鼓式","手拉式","承载式","无","","","","","","","","","","","","选配","选配","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","有","无","无","无","卤素","无","无","有","无","无","有","有","无","","无","无","无","无","无","有","无","无","无","无","无","手动中控","无","无","无","有","无","","塑料","无","无","塑料","无","无","无","无","无,手动空调|0","无","无","无","无","无","织物皮质混合","无","无","无","靠背调节,前后调节","靠背调节,前后调节","无","靠背调节","无","无","无","无","有","按比例放倒","无","无","无","无","有","无","无","无","无","无","无","无","无","无","USB","无","无","2-4","无","无","","无","","",
"北汽威旺","129278","M20S 1.5L 手动 豪华版","https://img1.bitautoimg.com/autoalbum/files/20161129/442/10250344294347_2.jpg","4014","M20","威旺M20","beiqiweiwangm20","2017","停产","在销","","http://baa.bitauto.com/weiwang/","小型MPV","闪电蓝,#0c2256|长城灰,#6F7270|大漠金,#b6957c|鸟巢银,#B7B7B7|玛瑙红,#c33d46|银色,#dce1e2|格陵兰白,#ffffff","4.33万","3.33-3.33万","0.40万","3年或6万公里","1.5","自然吸气","","5","手动","150","5","9","2017","微面","汽油","4440","1670","1783","2790","1270","7","","50","185/65 R14","185/65 R14","全尺寸","3年或6万公里","","","","","","","","","","","11.2","145","1499","1.5","85","116","0","150","0","直列","4","自然吸气","多点电喷","","92号","无","手动","5","150","","0.0","国五","","","","","","","","","","","","","","","","","","","","后轮驱动","麦弗逊式独立悬架","整体桥式非独立悬架","无","盘式","鼓式","手拉式","承载式","无","","","","","","","","","","","","选配","选配","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","无","有","后方影像","无","无","卤素","无","无","有","无","无","有","有","无","","无","无","无","无","无","有","无","无","无","无","无","手动中控","无","无","无","有","无","","塑料","无","无","塑料","无","无","无","无","手动空调","无","无","无","无","无","皮质","无","无","无","靠背调节,前后调节","靠背调节,前后调节","无","靠背调节","无","无","无","无","有","按比例放倒","无","无","无","无","有","无","无","无","无","无","无","无","无","无","USB","无","无","2-4","无","无","","无","","",
"北汽幻速","128272","1.5L 手动 豪华版","https://img2.bitautoimg.com/autoalbum/files/20191010/100/201910102012401240152405_2.jpg","4119","S3","幻速S3","beiqihuansus3","2018","在产","在销","","http://baa.bitauto.com/huansus3/","紧凑型SUV","魅影灰,#8e8e8e|琥珀金,#c7b36f|波尔多红,#e10427|朱鹭白,#ffffff","5.88万","无","","3年或6万公里","1.5","自然吸气","","5","手动","160","1","10","2018","SUV","汽油","4380","1730","1760","2685","1335","7","","55","205/65 R16","205/65 R16","非全尺寸","3年或6万公里","","","","","","","","","","","10.8","200","1500","1.5","83","113","6000","150","3000-5000","直列","4","自然吸气","多点电喷","","92号","无","手动","5","160","","7.1","国五","","","","","","","","","","","","","","","","","","","","后轮驱动","麦弗逊式独立悬架","扭力梁式非独立悬架","无","通风盘","鼓式","手拉式","承载式","无","","","","","","","","26","22","","","有","有","无","无","无","有","有","无","无","无","无","无","无","无","无","有","无","无","无","无","无","无","无","无","无","无","无","无","有","有","后方影像","无","无","卤素","有","无","有","高度调节","单天窗","有","有","电动调节","","无","无","无","无","无","有","后雨刷","无","无","无","有","遥控中控","无","无","无","无","无","无","塑料","无","有","皮质","有","上下调节","无","无","手动空调","无","无","无","无","无","皮质","无","无","无","靠背调节,高低调节,前后调节","靠背调节,前后调节","无","靠背调节","无","无","有","无","有","按比例放倒","无","无","触控式液晶屏","无","有","无","无","无","无","无","无","无","无,单碟dvd|0","蓝牙","AUX,USB,SD卡槽","无","无","2-4","无","无","","无","无","无",
"北汽幻速","122522","1.5L 手动 舒适版","https://img2.bitautoimg.com/autoalbum/files/20191010/100/201910102012401240152405_2.jpg","4119","S3","幻速S3","beiqihuansus3","2017","在产","在销","","http://baa.bitauto.com/huansus3/","紧凑型SUV","魅影灰,#8e8e8e|琥珀金,#c7b36f|波尔多红,#e10427|朱鹭白,#ffffff","5.38万","5.38-5.38万","1.10万","3年或6万公里","1.5","自然吸气","","5","手动","160","9","1","2017","SUV","汽油","4380","1730","1760","2685","1335","7","","55","205/65 R16","205/65 R16","非全尺寸","3年或6万公里","","","","","","","","","","","10.8","200","1500","1.5","83","113","6000","150","3000-5000","直列","4","自然吸气","多点电喷","","92号","无","手动","5","160","","7.1","国五","","","","","","","","","","","","","","","","","","","","后轮驱动","麦弗逊式独立悬架","扭力梁式非独立悬架","无","通风盘","鼓式","手拉式","承载式","无","","","","","","","","26","22","","","有","有","无","无","无","有","无","无","无","无","无","无","无","无","无","有","无","无","无","无","无","无","无","无","无","无","无","无","无","无","后方影像","无","无","卤素","无","无","无","高度调节","无","有","有","无","","无","无","无","无","无","有","无","无","无","无","有","遥控中控","无","无","无","无","无","无","塑料,皮质","无","有","塑料","无","无","无","无","手动空调","手动空调","无","无","无","无","皮质","无","无","无","靠背调节,高低调节,前后调节","靠背调节,前后调节","无","靠背调节","无","无","有","无","有","全部放倒","无","无","触控式液晶屏","无","有","无","GPS导航","无","无","无","无","无","无","蓝牙","USB,SD卡槽","无","无","2-4","无","无","8.0","无","无","无",
